A.;Jag;Je t'aime Juliette;unknown;unknown;unknown;Je t'aime Juliette - A. Jag;OXC7Fd0ZN8o;A Jag Je t'aime Juliette OXC7FdZN8o;6955346875
Liszt;Franz;Landler in A-flat major S.211;Hungarian;1811;1886;Landler in A-flat major S.211 by Franz Liszt;PUNVf4lReHQ;Liszt Franz Landler in A-flat major S211 PUNVf4lReHQ;6346946875
Liszt;Franz;La lugubre gondola S.200;Hungarian;1811;1886;Franz Liszt ? La lugubre gondola I & II S200;vucQNzyxwX0;Liszt Franz La lugubre gondola S2 vucQNzyxwX;80751746875
Liszt;Franz;Magyar rapszodiak S.242;Hungarian;1811;1886;Magyar Rapszodiak S.242 No.18 (Hungarian Rhapsody) - Franz Liszt [Transcribed by ears];N3WlWqc9Rg4;Liszt Franz Magyar rapszodiak S242 N3WlWqc9Rg4;60544946875
Liszt;Franz;A magyarok Istene S.339;Hungarian;1811;1886;Franz Liszt: A Magyarok Istene (To Hungary's God) S. 339;sBGdJ46uNcY;Liszt Franz A magyarok Istene S339 sBGdJ46uNcY;18712946875
Liszt;Franz;Marche et Cavatine de Lucie de Lammermoor S.398;Hungarian;1811;1886;Liszt - Marche et Cavatine de Lucia de Lammermoor S398 (Wolfram);H3BfZ8tfWsA;Liszt Franz Marche et Cavatine de Lucie de Lammermoor S398 H3BfZ8tfWsA;62784146875
Liszt;Franz;Marche heroique S.510;Hungarian;1811;1886;Franz Liszt - Marche Heroique S.510;Ymb8OyJ4104;Liszt Franz Marche heroique S51 Ymb8OyJ414;46990946875
Liszt;Franz;Marche hongroise S.233b;Hungarian;1811;1886;Franz Liszt - Marche hongroise S. 233b (audio + sheet music);LYkbTnAEOf4;Liszt Franz Marche hongroise S233b LYkbTnAEOf4;7722146875
Liszt;Franz;Mazurka brillante S.221;Hungarian;1811;1886;Liszt - Mazurka brillante S.221;504lZ6VFiNM;Liszt Franz Mazurka brillante S221 54lZ6VFiNM;30366146875
Liszt;Franz;Melodies hongroises d'apres Franz Schubert S.425;Hungarian;1811;1886;Liszt - Melodies hongroises d'apres Schubert 2. Marcia (Andante con moto) - Gyorgy Oravecz Piano;M57_MM-A2UM;Liszt Franz Melodies hongroises d'apres Franz Schubert S425 M57_MM-A2UM;35114546875
Liszt;Franz;Mephisto Polka S.217;Hungarian;1811;1886;Liszt: Mephisto Polka S.217;bAuN0wEq_mk;Liszt Franz Mephisto Polka S217 bAuNwEq_mk;41252546875
Liszt;Franz;Mephisto Waltz No.1 S.514;Hungarian;1811;1886;Liszt - Mephisto Waltz No. 1 S. 514 [Andre Laplante];KJbg9V2KnD8;Liszt Franz Mephisto Waltz No1 S514 KJbg9V2KnD8;70056146875
Liszt;Franz;Mephisto Waltz No.2 S.515;Hungarian;1811;1886;Mephisto Waltz No.2 S.515 F. Liszt - Marc Heredia piano;YY2BANuwuQ8;Liszt Franz Mephisto Waltz No2 S515 YY2BANuwuQ8;65606546875
Liszt;Franz;Mephisto Waltz No.3 S.216;Hungarian;1811;1886;Liszt - Mephisto Waltz No. 3 S216 (France Clidat);1YJbo0OQGM8;Liszt Franz Mephisto Waltz No3 S216 1YJboOQGM8;56016146875
Liszt;Franz;Mephisto Waltz No.4 S.216b;Hungarian;1811;1886;Mephisto Waltz No.4 S.216b - Franz Liszt | DevilSynthesia;P1B7t7-rHRQ;Liszt Franz Mephisto Waltz No4 S216b P1B7t7-rHRQ;17355746875
Liszt;Franz;Miserere du Trovatore S.433;Hungarian;1811;1886;Liszt - Miserere du Trovatore S433 (Ardaev);aMjdD4W7WhI;Liszt Franz Miserere du Trovatore S433 aMjdD4W7WhI;44128946875
Liszt;Franz;Morceau de salon S.142;Hungarian;1811;1886;Liszt: Morceau de salon - Etude de perfectionnement S142 (Wolfram);IzflfgNt_S4;Liszt Franz Morceau de salon S142 IzflfgNt_S4;12182546875
Liszt;Franz;Nuits d'ete a Pausilippe S.399;Hungarian;1811;1886;Liszt - Nuits d'ete a Pausilippe S399 (Costantino Catena);hAhFZOdBbJ8;Liszt Franz Nuits d'ete a Pausilippe S399 hAhFZOdBbJ8;85359746875
Liszt;Franz;Paraphrase de concert sur Ernani II S.432;Hungarian;1811;1886;Liszt - Paraphrase de concert sur Ernani II S.432 [Audio + Score];O1PfLvC5nQY;Liszt Franz Paraphrase de concert sur Ernani II S432 O1PfLvC5nQY;52027346875
Liszt;Franz;Paraphrase de concert sur Rigoletto S.434;Hungarian;1811;1886;Liszt: Paraphrase de concert sur Rigoletto S. 434;mu_sVBOmE2A;Liszt Franz Paraphrase de concert sur Rigoletto S434 mu_sVBOmE2A;44089346875
Liszt;Franz;Petite valse favorite S.212;Hungarian;1811;1886;Liszt - Petite valse favorite S212i (Sham);j-JfB8dnk_o;Liszt Franz Petite valse favorite S212 j-JfB8dnk_o;20264546875
Liszt;Franz;Phantasiestuck uber Motive aus 'Rienzi' S.439;Hungarian;1811;1886;Liszt - Phantasiestuck uber Motive aus 'Rienzi' S.439 [Audio + Score];UNEff-PiGmI;Liszt Franz Phantasiestuck uber Motive aus 'Rienzi' S439 UNEff-PiGmI;57038546875
Liszt;Franz;6 Polish Songs S.480;Hungarian;1811;1886;6 Polish Songs S. 480: I. Madchens Wunsch (Arr. Liszt after Chopin Op. 74 No. 1);kljFhcJC838;Liszt Franz 6 Polish Songs S48 kljFhcJC838;18370946875
Liszt;Franz;2 Polonaises S.223;Hungarian;1811;1886;Franz Liszt : 2 Polonaises S.223: II. Polonaise in E Major;VvreQKtsObY;Liszt Franz 2 Polonaises S223 VvreQKtsObY;54043346875
Liszt;Franz;R.W. - Venezia S.201;Hungarian;1811;1886;Liszt: Richard-Wagner - Venezia S.201;4QQ44NJPsZM;Liszt Franz RW - Venezia S21 4QQ44NJPsZM;23022146875
Liszt;Franz;Receuillement S.204;Hungarian;1811;1886;Franz Liszt - Recueillement S. 204 (audio + sheet music);KOOmlLsbhDs;Liszt Franz Receuillement S24 KOOmlLsbhDs;29901746875
Liszt;Franz;Reminiscences de Don Juan S.418;Hungarian;1811;1886;Liszt: Reminiscences de Don Juan S.418 (Okada);JI6JfJXcUjU;Liszt Franz Reminiscences de Don Juan S418 JI6JfJXcUjU;97340546875
Liszt;Franz;Reminiscences de La juive S.409a;Hungarian;1811;1886;Liszt - Reminiscences de La juive S409a (Wong);heBWowW2oSI;Liszt Franz Reminiscences de La juive S49a heBWowW2oSI;91548146875
Liszt;Franz;Reminiscences de Lucia di Lammermoor S.397;Hungarian;1811;1886;Liszt - Reminiscences de Lucia di Lammermoor S397 (Heged?s);zG8CgPgEjJ4;Liszt Franz Reminiscences de Lucia di Lammermoor S397 zG8CgPgEjJ4;34995746875
Liszt;Franz;Reminiscences de Norma S.394;Hungarian;1811;1886;"""Sheng Cai plays Liszt  """"Reminiscences de Norma """" after Bellini S.394 (Live)""";IEP1hZG0k6Y;Liszt Franz Reminiscences de Norma S394 IEP1hZGk6Y;84099746875
Liszt;Franz;Resignazione S.187a/b;Hungarian;1811;1886;Franz Liszt : Resignazione S 187a;DoelUeC_6FI;Liszt Franz Resignazione S187a_b DoelUeC_6FI;9615746875
Liszt;Franz;Rhapsodie espagnole S.254;Hungarian;1811;1886;Liszt: Rhapsodie Espagnole S.254 (Marshev);cQxHB7yJxJo;Liszt Franz Rhapsodie espagnole S254 cQxHB7yJxJo;78256946875
Liszt;Franz;Roma e Venezia;Hungarian;1811;1886;Franz Liszt ? Venezia e Napoli Annees de pelerinage II Supplement S.162;kK35x1FkqKk;Liszt Franz Roma e Venezia kK35x1FkqKk;98020946875
Liszt;Franz;Romance oubliee S.527;Hungarian;1811;1886;Franz Liszt - Romance oubliee S. 527 (audio + sheet music);szLrTBfpDoA;Liszt Franz Romance oubliee S527 szLrTBfpDoA;26906546875
Liszt;Franz;Romance S.169;Hungarian;1811;1886;"""Franz Liszt """"Romance S.169"""" P. Barton FEURICH piano""";Nga-swbLg2I;Liszt Franz Romance S169 Nga-swbLg2I;20955746875
Liszt;Franz;Rondeau fantastique sur un theme espagnol S.252;Hungarian;1811;1886;Rondeau fantastique sur un theme espagnol El Contrabandista S. 252 1080p ??  - Franz Liszt;2LZpIsqC-Ws;Liszt Franz Rondeau fantastique sur un theme espagnol S252 2LZpIsqC-Ws;60260546875
Liszt;Franz;Rondo di bravura S.152;Hungarian;1811;1886;Rondo di Bravura S.152 - Franz Liszt;SdS-sVdYzqc;Liszt Franz Rondo di bravura S152 SdS-sVdYzqc;84445346875
Liszt;Franz;Le rossignol S.250/1;Hungarian;1811;1886;F. Liszt Le Rossignol S. 250/1 (1842) with score;hOIm3iW_Y78;Liszt Franz Le rossignol S25_1 hOIm3iW_Y78;22802546875
Liszt;Franz;Sarabande und Chaconne aus dem Singspiel Almira S.181;Hungarian;1811;1886;G.F.Handel/F.Liszt: Sarabande und Chaconne aus dem Singspiel Almira S.181 (audio+sheet music);j5vAOJsQTbE;Liszt Franz Sarabande und Chaconne aus dem Singspiel Almira S181 j5vAOJsQTbE;74314946875
Liszt;Franz;Scherzo und Marsch S.177;Hungarian;1811;1886;Franz Liszt ? Scherzo und Marsch S177;OuIJ9PILV_k;Liszt Franz Scherzo und Marsch S177 OuIJ9PILV_k;77929346875
Liszt;Franz;Seconde marche hongroise S.232;Hungarian;1811;1886;Franz Liszt Seconde Marche Hongroise;I8NzqksX6OI;Liszt Franz Seconde marche hongroise S232 I8NzqksX6OI;25729346875
Liszt;Franz;Siegesmarsch S.233a;Hungarian;1811;1886;Ferenc Liszt - Siegesmarsch - Marche triomphale S.233a (MIDI) (Sheet music + piano roll);CE3t63_UHwc;Liszt Franz Siegesmarsch S233a CE3t63_UHwc;25848146875
Liszt;Franz;Soirees musicales de Rossini S.424;Hungarian;1811;1886;Rossini-Liszt - Soirees musicales IX. La danza (Tarantella) S.424 - Kemal Geki? Piano;8IC_H3etCPU;Liszt Franz Soirees musicales de Rossini S424 8IC_H3etCPU;24811346875
Liszt;Franz;Spinnerlied aus dem Fliegenden Hollander S.440;Hungarian;1811;1886;"""Wagner/Liszt - Spinnerlied aus """"Der fliegende Hollander"""" S.440""";J4Uktv9Repw;Liszt Franz Spinnerlied aus dem Fliegenden Hollander S44 J4Uktv9Repw;34848146875
Liszt;Franz;Toccata S.197a;Hungarian;1811;1886;Liszt: Toccata S. 197 a;jONVK5R20Bc;Liszt Franz Toccata S197a jONVK5R2Bc;6804146875
Liszt;Franz;2 Transcriptions d'apres Rossini S.553;Hungarian;1811;1886;Franz Liszt Deux Transcriptions d'apres Rossini (S.553/2) La Charite;OVjxYzDeiwI;Liszt Franz 2 Transcriptions d'apres Rossini S553 OVjxYzDeiwI;45064946875
Liszt;Franz;Trauervorspiel und Trauermarsch S.206;Hungarian;1811;1886;Franz Liszt - Trauervorspiel und Trauermarsch S. 206 (audio + sheet music);NtvLI0IfGrE;Liszt Franz Trauervorspiel und Trauermarsch S26 NtvLIIfGrE;41306546875
Liszt;Franz;Trube Wolken S.199;Hungarian;1811;1886;Liszt - Nuages gris (Trube Wolken) S. 199 (1881) [Andre Laplante];tYKl41e_hoU;Liszt Franz Trube Wolken S199 tYKl41e_hoU;21787346875
Liszt;Franz;Un portrait en musique S.190;Hungarian;1811;1886;Liszt Un portrait en musique Wolfgang Weller 2013.;tH879a-c6_8;Liszt Franz Un portrait en musique S19 tH879a-c6_8;26114546875
Liszt;Franz;Und wir dachten der Toten S.338;Hungarian;1811;1886;Liszt: Und wir dachten der Toten S.338;jIPswGky6wk;Liszt Franz Und wir dachten der Toten S338 jIPswGky6wk;12344546875
Liszt;Franz;5 Ungarische Volkslieder S.245;Hungarian;1811;1886;Franz Liszt 5 Ungarische Volkslieder / 5 Hungarian Folksongs S.245 III / No.3 Andante;AWSwyPEdDZ8;Liszt Franz 5 Ungarische Volkslieder S245 AWSwyPEdDZ8;6526946875
Liszt;Franz;Ungarischer Geschwindmarsch S.233;Hungarian;1811;1886;Ferenc Liszt - Ungarischer Geschwindmarsch S.233 Magyar gyors indulo (MIDI) (Sheet music+piano roll);WYAl3bknxVs;Liszt Franz Ungarischer Geschwindmarsch S233 WYAl3bknxVs;18763346875
Liszt;Franz;Unstern S.208;Hungarian;1811;1886;Franz Liszt - Unstern! Sinistre Disastro S.208 - Maurizio Pollini;N9TlhjRrqNU;Liszt Franz Unstern S28 N9TlhjRrqNU;36986546875
Liszt;Franz;Urbi et Orbi S.184;Hungarian;1811;1886;Liszt: Urbi et orbi - Benediction papale S184 (Thomson);Rp5GZ4Hxdis;Liszt Franz Urbi et Orbi S184 Rp5GZ4Hxdis;39726146875
Liszt;Franz;Valse de concert S.430;Hungarian;1811;1886;Liszt - Valse de concert S430 (Filipec);SWkTVThLQDQ;Liszt Franz Valse de concert S43 SWkTVThLQDQ;47329346875
Liszt;Franz;Valse melancolique S.210;Hungarian;1811;1886;Franz Liszt - Valse melancolique S. 210 (audio + sheet music);bCMUbOfVTbU;Liszt Franz Valse melancolique S21 bCMUbOfVTbU;28706546875
Liszt;Franz;Valse-Impromptu S.213;Hungarian;1811;1886;Franz Liszt - Valse-Impromptu S. 213 (audio + sheet music);cKXFu8nv5XY;Liszt Franz Valse-Impromptu S213 cKXFu8nv5XY;35103746875
Liszt;Franz;Variation on a Waltz by Diabelli S.147;Hungarian;1811;1886;Variation on a Waltz by Diabelli S.147 (Liszt);9DFP4Q5rGL8;Liszt Franz Variation on a Waltz by Diabelli S147 9DFP4Q5rGL8;12308546875
Liszt;Franz;Variationen uber das Motiv von Bach S.180;Hungarian;1811;1886;Liszt Variationen u?ber das Motiv von Bach S. 180;OP2CeT2w9HQ;Liszt Franz Variationen uber das Motiv von Bach S18 OP2CeT2w9HQ;98168546875
Liszt;Franz;8 Variations S.148;Hungarian;1811;1886;Franz Liszt - Huit Variations (on an Original Theme) Opus 1 S.148;x2b-A8qbSSo;Liszt Franz 8 Variations S148 x2b-A8qbSSo;81892946875
Liszt;Franz;Vexilla regis prodeunt S.185;Hungarian;1811;1886;Liszt: Vexilla regis prodeunt S.185;n_ido2UzXFM;Liszt Franz Vexilla regis prodeunt S185 n_ido2UzXFM;41108546875
Liszt;Franz;Vive Henri IV S.239;Hungarian;1811;1886;"""Apotheosis/Apotheose/Apotheose (Arrangement of Franz Liszt's """"Vive Henri IV"""") (S. 239) (by Lev...""";LELncXeM-xs;Liszt Franz Vive Henri IV S239 LELncXeM-xs;17452946875
Liszt;Franz;Vom Fels zum Meer! S.229;Hungarian;1811;1886;Liszt Vom Fels zum Meer! Wolfgang Weller 2014;LI9u_HeeSL4;Liszt Franz Vom Fels zum Meer! S229 LI9u_HeeSL4;49910546875
Liszt;Franz;Walhall aus Der Ring des Nibelungen S.449;Hungarian;1811;1886;Wagner/Liszt - Walhall aus Der Ring des Nibelungen S.449;38c57_POobE;Liszt Franz Walhall aus Der Ring des Nibelungen S449 38c57_POobE;38458946875
Liszt;Franz;Wiegenlied S.198;Hungarian;1811;1886;Liszt Wiegenlied (Cradle Song) S. 198 (1881);vqo0hKXZu38;Liszt Franz Wiegenlied S198 vqohKXZu38;23990546875
Litolff;Henry Charles;Derniere aurore;British;1818;1891;Henry Litolff: Derniere Aurore (Romance sans paroles);F-wEcv6ZOOQ;Litolff Henry Charles Derniere aurore F-wEcv6ZOOQ;23536946875
Litolff;Henry Charles;Spinnlied Op.81;British;1818;1891;Litolff - Spinnlied Op.81;NG_ztoVVHAw;Litolff Henry Charles Spinnlied Op81 NG_ztoVVHAw;24670946875
Litolff;Henry Charles;Tarentelle calabraise;British;1818;1891;Litolff - Tarentelle Calabraise;x6vanAwa6Fw;Litolff Henry Charles Tarentelle calabraise x6vanAwa6Fw;17110946875
Lizogub;Aleksandr;2 Nocturnes;unknown;unknown;unknown;Alexander Scriabin ? 2 Nocturnes Op.5;6fD1h4HXLZU;Lizogub Aleksandr 2 Nocturnes 6fD1h4HXLZU;37364546875
Loder;Edward James;Waltz in G major;British;1813;1865;Edward Loder : Waltz in G major;Fy87HbTM3ME;Loder Edward James Waltz in G major Fy87HbTM3ME;10479746875
Lodge;Henry;Black Diamond Rag;unknown;unknown;unknown;Black Diamond Rag by Henry Lodge (1912 Ragtime piano);FIUUuoXduR8;Lodge Henry Black Diamond Rag FIUUuoXduR8;18018146875
Loeschhorn;Albert;La belle amazone Op.25;unknown;unknown;unknown;?MIDI? Albert Loeschhorn: La belle Amazone Piece caracteristique Op.25;Grmn4z6t4EM;Loeschhorn Albert La belle amazone Op25 Grmn4z6t4EM;30258146875
Loeschhorn;Albert;Children's Studies Op.181;unknown;unknown;unknown;Albert Loeschhorn (1819-1905): Children's Study Op. 181 No. 1;3kD5kMUUvQc;Loeschhorn Albert Children's Studies Op181 3kD5kMUUvQc;3859346875
Loeschhorn;Albert;21 Etudes melodiques Op.193;unknown;unknown;unknown;Albert Loeschhorn : Andante #10 from '21 Etudes Melodiques' Op. 193;J2A4GBK_Vwk;Loeschhorn Albert 21 Etudes melodiques Op193 J2A4GBK_Vwk;16689746875
Loeschhorn;Albert;30 Melodische Etuden Op.38;unknown;unknown;unknown;Albert Loeschhorn : Andante  #28 from ' 30 Melodische Etuden ' Op.38;4Yuc_jnnHVo;Loeschhorn Albert 3 Melodische Etuden Op38 4Yuc_jnnHVo;16470146875
Loeschhorn;Albert;Studies for the Piano Op.65;unknown;unknown;unknown;Study no. 8: Study in D Minor (op. 65 no. 40) - Carl Albert Loeschhorn - Piano Studies/Etudes 5;w8vZXgYb_zM;Loeschhorn Albert Studies for the Piano Op65 w8vZXgYb_zM;4132946875
Logan;Frederic Knight;In the Cabbage Patch;unknown;unknown;unknown;Frederic Knight Logan : Over The Hills  Op. 107;NlHW2JZIizU;;0
Logan;Frederic Knight;The Moonlight Waltz;unknown;unknown;unknown;John Remmers performing The Missouri Waltz  John Eppel & Fredrick Knight Logan (1914);tVF8b4dPysE;Logan Frederic Knight The Moonlight Waltz tVF8b4dPysE;21740546875
Logan;Frederic Knight;Over the Hills Op.107;unknown;unknown;unknown;Frederic Knight Logan : Over The Hills  Op. 107;NlHW2JZIizU;Logan Frederic Knight Over the Hills Op17 NlHW2JZIizU;23490146875
Logan;Frederic Knight;Star Blossom Op.96;unknown;unknown;unknown;Frederic Knight Logan : Over The Hills  Op. 107;NlHW2JZIizU;;0
Logan;Frederic Knight;Summer Showers;unknown;unknown;unknown;Frederic Knight Logan : Over The Hills  Op. 107;NlHW2JZIizU;;0
Logan;Frederic Knight;Thru the Night;unknown;unknown;unknown;Frederic Knight Logan : Over The Hills  Op. 107;NlHW2JZIizU;;0
Logan;Frederic Knight;Wistaria;unknown;unknown;unknown;Frederic Knight Logan : Over The Hills  Op. 107;NlHW2JZIizU;;0
Loge;Henri;Gavotte et Musette;unknown;unknown;unknown;Henri Loge : Gavotte et Musette (1890);Rjl1v4XJ2tA;Loge Henri Gavotte et Musette Rjl1v4XJ2tA;19310546875
Longo;Alessandro;12 Studi di terze Op.35;Italian;1864;1945;Alessandro Longo - 12 studi di terze Op. 35 N. 1 7 10 11;vxvr5VK4J6A;Longo Alessandro 12 Studi di terze Op35 vxvr5VK4J6A;85932146875
Longo;Alessandro;La tecnica pianistica;Italian;1864;1945;Alessandro Longo - 12 studi di terze Op. 35 N. 1 7 10 11;vxvr5VK4J6A;;0
Lorentz;Johan Henrik;Variations on a Russian Theme Op.10;unknown;unknown;unknown;Sergei Lyapunov - Variations and Fugue on a Russian Theme Op. 49 (GSARCI VIDEO REVIVAL);5zJY4-Zm3rU;Lorentz Johan Henrik Variations on a Russian Theme Op1 5zJY4-Zm3rU;75506546875
Lorenz;Julius;Musikalische Scherz-Bagatelle;unknown;unknown;unknown;Julius Lorenz - Musikalische Scherz-Bagatelle [DTM];kt8SVtHANVo;Lorenz Julius Musikalische Scherz-Bagatelle kt8SVtHANVo;7808546875
Losey;Frank Hoyt;Flower of the Nile Op.224;unknown;unknown;unknown;[ Piano Solo Tutorial ] Frank H Losey - Flower of the Nile Waltzes Op 224 (synthesia classical);6zdbiLslxjU;Losey Frank Hoyt Flower of the Nile Op224 6zdbiLslxjU;20563346875
Losy;Jan Antonin;Tombeau;unknown;1650;1721;Tombeau sur la Mort de Mr. Comte de Losy for Guitare;B8_SVhTg5mI;Losy Jan Antonin Tombeau B8_SVhTg5mI;36799346875
Lotti;Antonio;Sanctus Dominus;Italian;1667;1740;Lotti - Sanctus Dominus;hElie3foSj0;Lotti Antonio Sanctus Dominus hElie3foSj;12474146875
Lotti;Antonio;Tanto e ver che neo verno;Italian;1667;1740;Tanto e ver che nel verno - Antonio Lotti for Trombone Trio;pNFPV-Zm4io;Lotti Antonio Tanto e ver che neo verno pNFPV-Zm4io;9565346875
Louis Ferdinand;Prince of Prussia;Fugue Op.7;German;1772;1806;Prince Louis Ferdinand of Prussia: Fugue Op. 7;2io6USEIca0;Louis Ferdinand Prince of Prussia Fugue Op7 2io6USEIca;12762146875
Lourie;Arthur;2 Compositions;American;1892;1966;Arthur Lourie - Deux Estampes for Piano Op. 2 (1910) [Score-Video];WlHn5tMxYWo;Lourie Arthur 2 Compositions WlHn5tMxYWo;58176146875
Lourie;Arthur;2 Estampes Op.2;American;1892;1966;Arthur Lourie - Deux Estampes for Piano Op. 2 (1910) [Score-Video];WlHn5tMxYWo;Lourie Arthur 2 Estampes Op2 WlHn5tMxYWo;58176146875
Lourie;Arthur;Intermezzo;American;1892;1966;Arthur Lourie ? Intermezzo;zTmMCrhqrXQ;Lourie Arthur Intermezzo zTmMCrhqrXQ;35082146875
Lourie;Arthur;Nocturne;American;1892;1966;Arthur Lourie ? Phoenix Park Nocturne;b_KHCl3_d1c;Lourie Arthur Nocturne b_KHCl3_d1c;26859746875
Lourie;Arthur;4 Pieces pour piano;American;1892;1966;Arthur Lourie - Marie-Catherine Girod (1990) Quatre pieces pour piano (1924-27);CUnd3a86y_U;Lourie Arthur 4 Pieces pour piano CUnd3a86y_U;95400146875
Lourie;Arthur;2 Poemes Op.5;American;1892;1966;Arthur Lourie ? 5 Preludes fragiles Op.1;mStIP_3b_Rk;;0
Lourie;Arthur;4 Poemes Op.10;American;1892;1966;Arthur Lourie - Quatre Poemes Op.10;GaHFbTy27Ew;Lourie Arthur 4 Poemes Op1 GaHFbTy27Ew;68706146875
Lourie;Arthur;5 Preludes fragiles Op.1;American;1892;1966;Arthur Lourie ? 5 Preludes fragiles Op.1;mStIP_3b_Rk;Lourie Arthur 5 Preludes fragiles Op1 mStIP_3b_Rk;56995346875
Lourie;Arthur;Short Suite in F major;American;1892;1966;Arthur Lourie - Short Suite in F;8PWQELjU838;Lourie Arthur Short Suite in F major 8PWQELjU838;22892546875
Lowthian;Caroline;Venetia Waltz;unknown;unknown;unknown;Waltzes by Women - Venetia by Caroline Lowthian;nTj8S6tlzdQ;Lowthian Caroline Venetia Waltz nTj8S6tlzdQ;25354946875
Lubomirski;W?adys?aw;Idylle;unknown;unknown;unknown;Prince W?adys?aw Lubomirski: Idylle;8bxOV8fX1vo;Lubomirski W?adys?aw Idylle 8bxOV8fX1vo;14414546875
Lucas;Clarence;Holiday Sketches Op.61;Canadian;1866;1947;Clarence Lucas - Holiday Sketches Op.61/1: Barcarolla;F5s3SJO6Zog;Lucas Clarence Holiday Sketches Op61 F5s3SJO6Zog;22132946875
Ludenhoff;Martin;Etude for Two 2;unknown;unknown;unknown;Etude for two #2 (Bossa nova style) by Martin Ludenhoff (take 3);J-sxjM4qxA4;Ludenhoff Martin Etude for Two 2 J-sxjM4qxA4;23173346875
Ludenhoff;Martin;Etude for Two 3;unknown;unknown;unknown;Etude for two #2 (Bossa nova style) by Martin Ludenhoff (take 3);J-sxjM4qxA4;Ludenhoff Martin Etude for Two 3 J-sxjM4qxA4;23173346875
Ludwig;Wenzel;2 Piano Pieces Op.7;unknown;unknown;unknown;Ludwig Wenzel : Jagerlied (Hunter's song) Op. 7 No. 2;RQKTg3stk4I;Ludwig Wenzel 2 Piano Pieces Op7 RQKTg3stk4I;10342946875
Luebert;Gustav H.;Thoughtful Moments Op.37;unknown;unknown;unknown;Gustav Luebert : Thoughtful Moments - Reverie  Op. 37 (1888);VojPgLnWu9A;Luebert Gustav H Thoughtful Moments Op37 VojPgLnWu9A;23187746875
Lufer;Bernhard;Aus der Jugendzeit Op.18;unknown;unknown;unknown;Bernhard Lufer: Aus der Jugendzeit Op. 18: II -  Kleine Schmeichler;T6CUBQjoeq0;Lufer Bernhard Aus der Jugendzeit Op18 T6CUBQjoeq;10062146875
Luigini;Alexandre;Romance for Violin and Orchestra Op.9;French;1850;1906;Alexandre Luigini : Romance;HXoLF7muMeY;;0
Luigini;Alexandre;Romance;French;1850;1906;Alexandre Luigini : Romance;HXoLF7muMeY;Luigini Alexandre Romance HXoLF7muMeY;21963746875
Lully;Jean-Baptiste;Ballet de l'Amour Malade LWV 8;French;1632;1687;Lully - Ballet de l'amour malade part 8;vSl_Dw-YH9w;Lully Jean-Baptiste Ballet de l'Amour Malade LWV 8 vSl_Dw-YH9w;3783746875
Lully;Jean-Baptiste;Ballet des saisons LWV 15;French;1632;1687;Lully - L'Automne (from Ballet des saisons);wt2gvvNfrBk;Lully Jean-Baptiste Ballet des saisons LWV 15 wt2gvvNfrBk;4755746875
Lully;Jean-Baptiste;4 Buhnenwerke;French;1632;1687;French Minuet -- Jean-Baptiste Lully -- Piano Adventures Lesson Book 4;30Ks0eGXVHk;Lully Jean-Baptiste 4 Buhnenwerke 3KseGXVHk;5036546875
Lundberg;Lennart;Piano Sonata Op.33;unknown;1863;1931;Darius Milhaud - Sonata No. 1 for Piano Op. 33 (1916) [Score-Video];6raEGCyxLQI;Lundberg Lennart Piano Sonata Op33 6raEGCyxLQI;93729746875
Lushpa;Ilia;24 Preludes for Piano;unknown;unknown;unknown;Felix Blumenfeld - 24 Preludes Op. 17 (audio + sheet music);GrHpUtCdz9c;;0
Luzzatto;Fortunato;Romance and Mazurka Op.42;unknown;unknown;unknown;Chopin Allegretto and Mazurka KK VIIb/7-8 (Seki);bFkqrrBUFA4;;0
Lyadov;Anatoly;Bagatelle Op.30;unknown;unknown;unknown;"""Anatoli Lyadov  """"Bagatelle op.30 Musical Snuff Box Prelude op13 no 4""""""";pwEt9nbbzxQ;;0
Lyadov;Anatoly;Barcarolle Op.44;unknown;unknown;unknown;Anatoly Lyadov - Barcarolle for Piano op. 44 [With score];PdixlxCfgH4;Lyadov Anatoly Barcarolle Op44 PdixlxCfgH4;33411746875
Lyadov;Anatoly;Birioulki Op.2;unknown;unknown;unknown;Anatoly Lyadov - Pastorale Op.17/2;i9hbzpiMSgo;Lyadov Anatoly Birioulki Op2 i9hbzpiMSgo;13726946875
Lyadov;Anatoly;12 Canons on a Cantus Firmus;unknown;unknown;unknown;Anatoly Lyadov - 12 Canons on a Cantus Firmus (1914);z2u8A8F8C6Q;Lyadov Anatoly 12 Canons on a Cantus Firmus z2u8A8F8C6Q;11350946875
Lyadov;Anatoly;Etude and Canzonetta Op.48;unknown;unknown;unknown;Sviatoslav Richter plays Lyadov Etude & Canzonetta opus 48 (live 1952);0t1C7wluNRI;Lyadov Anatoly Etude and Canzonetta Op48 t1C7wluNRI;27154946875
